6.598132133165081348e-02;1.604951059418533105e-03;3.031574223346118497e-03;2.407426589127799679e-02;2.674918432364221661e-04;2.674918432364221665e-01;9.540542408765724236e-01;8.845063616351027738e-03;2.648169248040579959e-02;4.725689230510125675e-03;9.808034252002147124e-02;5.349836864728443886e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
6.598132133165081348e-02;1.604951059418533105e-03;3.031574223346118497e-03;2.407426589127799679e-02;2.674918432364221661e-04;2.674918432364221665e-01;9.540542408765724236e-01;8.845063616351027738e-03;2.648169248040579959e-02;4.725689230510125675e-03;9.808034252002147124e-02;5.349836864728443886e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
6.598132133165081348e-02;1.604951059418533105e-03;3.031574223346118497e-03;2.407426589127799679e-02;2.674918432364221661e-04;2.674918432364221665e-01;9.540542408765724236e-01;8.845063616351027738e-03;2.648169248040579959e-02;4.725689230510125675e-03;9.808034252002147124e-02;5.349836864728443886e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
6.598132133165081348e-02;1.604951059418533105e-03;3.031574223346118497e-03;2.407426589127799679e-02;2.674918432364221661e-04;2.674918432364221665e-01;9.540542408765724236e-01;8.845063616351027738e-03;2.648169248040579959e-02;4.725689230510125675e-03;9.808034252002147124e-02;5.349836864728443886e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
6.598132133165081348e-02;1.604951059418533105e-03;3.031574223346118497e-03;2.407426589127799679e-02;2.674918432364221661e-04;2.674918432364221665e-01;9.540542408765724236e-01;8.845063616351027738e-03;2.648169248040579959e-02;4.725689230510125675e-03;9.808034252002147124e-02;5.349836864728443886e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
6.598132133165081348e-02;1.604951059418533105e-03;3.031574223346118497e-03;2.407426589127799679e-02;2.674918432364221661e-04;2.674918432364221665e-01;9.540542408765724236e-01;8.845063616351027738e-03;2.648169248040579959e-02;4.725689230510125675e-03;9.808034252002147124e-02;5.349836864728443886e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
6.598132133165081348e-02;1.604951059418533105e-03;3.031574223346118497e-03;2.407426589127799679e-02;2.674918432364221661e-04;2.674918432364221665e-01;9.540542408765724236e-01;8.845063616351027738e-03;2.648169248040579959e-02;4.725689230510125675e-03;9.808034252002147124e-02;5.349836864728443886e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
6.598132133165081348e-02;1.604951059418533105e-03;3.031574223346118497e-03;2.407426589127799679e-02;2.674918432364221661e-04;2.674918432364221665e-01;9.540542408765724236e-01;8.845063616351027738e-03;2.648169248040579959e-02;4.725689230510125675e-03;9.808034252002147124e-02;5.349836864728443886e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
6.598132133165081348e-02;1.604951059418533105e-03;3.031574223346118497e-03;2.407426589127799679e-02;2.674918432364221661e-04;2.674918432364221665e-01;9.540542408765724236e-01;8.845063616351027738e-03;2.648169248040579959e-02;4.725689230510125675e-03;9.808034252002147124e-02;5.349836864728443886e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
6.598132133165081348e-02;1.604951059418533105e-03;3.031574223346118497e-03;2.407426589127799679e-02;2.674918432364221661e-04;2.674918432364221665e-01;9.540542408765724236e-01;8.845063616351027738e-03;2.648169248040579959e-02;4.725689230510125675e-03;9.808034252002147124e-02;5.349836864728443886e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
